212535,printfilterpipelinesvc.exe,1
212536,YodaoOcr.exe,1
212550,BaiduNetdisk.exe,1
212719,SearchProtocolHost.exe,1
212719,YodaoOcr.exe,1
212719,SearchFilterHost.exe,1
212748,YodaoOcr.exe,1
212942,backgroundTaskHost.exe,1
212943,YodaoOcr.exe,1
213111,wpspdf.exe,1
213138,chrome.exe,1
213148,YodaoOcr.exe,1
213202,YodaoOcr.exe,1
213231,chrome.exe,1
213231,YodaoOcr.exe,1
213238,chrome.exe,1
213241,YodaoOcr.exe,1
213312,svchost.exe,1
213400,YodaoOcr.exe,1
213435,svchost.exe,1
213515,YodaoOcr.exe,1
213919,SearchProtocolHost.exe,1
213919,SearchFilterHost.exe,1
214123,svchost.exe,1
214511,backgroundTaskHost.exe,1
214845,svchost.exe,1
215319,SearchProtocolHost.exe,1
215319,SearchFilterHost.exe,1
215623,svchost.exe,1
215947,YodaoOcr.exe,1
215949,backgroundTaskHost.exe,1
220119,SearchProtocolHost.exe,1
220119,SearchFilterHost.exe,1
220329,YodaoOcr.exe,1
220344,svchost.exe,1
220540,chrome.exe,8
220612,YoudaoWSH.exe,1
220612,YodaoDict.exe,1
220612,YoudaoDictHelper.exe,2
220612,YoudaoEH.exe,1
220612,YodaoOcr.exe,1
220612,WordBook.exe,1
220613,YoudaoIE.exe,1
220614,explorer.exe,1
220731,svchost.exe,1
220829,svchost.exe,1
220919,SearchProtocolHost.exe,1
220919,SearchFilterHost.exe,1
221123,svchost.exe,1
221209,audiodg.exe,1
221329,svchost.exe,1
221453,backgroundTaskHost.exe,1
221718,SearchProtocolHost.exe,1
221718,SearchFilterHost.exe,1
221824,svchost.exe,1
222119,SearchProtocolHost.exe,1
222119,SearchFilterHost.exe,1
222132,backgroundTaskHost.exe,1
222133,BackgroundTransferHost.exe,1
222302,wermgr.exe,1
222518,SearchProtocolHost.exe,1
222518,SearchFilterHost.exe,1
222746,SearchFilterHost.exe,1
222919,SearchProtocolHost.exe,1
222919,SearchFilterHost.exe,1
223014,backgroundTaskHost.exe,1
223344,svchost.exe,1
223919,SearchProtocolHost.exe,1
223919,SearchFilterHost.exe,1
224501,backgroundTaskHost.exe,1
224844,svchost.exe,1
225520,SearchProtocolHost.exe,1
225520,SearchFilterHost.exe,1
230006,backgroundTaskHost.exe,1
230337,svchost.exe,1
230719,SearchProtocolHost.exe,1
230719,SearchFilterHost.exe,1
230919,SearchProtocolHost.exe,1
230919,SearchFilterHost.exe,1
231319,SearchProtocolHost.exe,1
