185614,QQExternal.exe,1
185627,OfficeC2RClient.exe,1
185636,QQPCLeakScan.exe,1
185643,sppsvc.exe,1
185643,QQExternal.exe,1
185717,QQPYCloud.exe,1
185806,QQExternal.exe,1
185828,Taskmgr.exe,1
185849,SearchProtocolHost.exe,1
185849,QQExternal.exe,1
185849,SearchFilterHost.exe,1
185933,QQExternal.exe,1
190026,QQExternal.exe,1
190056,QQExternal.exe,1
190156,SearchProtocolHost.exe,1
190156,SearchFilterHost.exe,1
190214,AndroidServer.exe,1
190228,SearchProtocolHost.exe,1
190423,SearchProtocolHost.exe,1
190423,SearchFilterHost.exe,1
190423,svchost.exe,1
190547,QQPCPatch.exe,1
191002,SogouExplorer.exe,1
191002,QQCallyo.exe,1
191008,SogouExplorer.exe,1
191021,QQExternal.exe,1
191031,SearchProtocolHost.exe,1
191031,SearchFilterHost.exe,1
191125,OfficeC2RClient.exe,1
191125,taskeng.exe,1
191144,sppsvc.exe,1
191154,QQExternal.exe,1
192142,QQExternal.exe,1
192148,SearchProtocolHost.exe,1
192148,SearchFilterHost.exe,1
192628,OfficeC2RClient.exe,1
192628,taskeng.exe,1
192645,sppsvc.exe,1
192917,SearchProtocolHost.exe,1
192917,SearchFilterHost.exe,1
194124,OfficeC2RClient.exe,1
194124,taskeng.exe,1
194141,sppsvc.exe,1
194914,SearchProtocolHost.exe,1
194919,svchost.exe,1
194919,SearchFilterHost.exe,1
195518,SogouExplorer.exe,1
195625,OfficeC2RClient.exe,1
195625,taskeng.exe,1
195648,sppsvc.exe,1
195701,EXCEL.EXE,1
195733,SearchProtocolHost.exe,1
195733,SearchFilterHost.exe,1
195926,TASLogin.exe,1
195926,tgp_browser.exe,1
195926,tgp_daemon.exe,1
195926,TenioDL.exe,1
195926,net_daemon.exe,1
195926,tcls_core.exe,1
195926,TclsQmFix.exe,1
195932,im_main.exe,1
195932,rail.exe,1
195934,pallas.exe,1
195934,tgp_browser.exe,1
195947,TenioDL.exe,1
195959,tgp_browser.exe,1
200033,pallas.exe,1
200041,tgp_browser.exe,1
200048,CrossProxy.exe,1
200048,lol.launcher_tencent.exe,1
200048,TQMCenter.exe,1
200048,LolClient.exe,1
200052,SearchProtocolHost.exe,1
200052,QTalk.exe,1
200056,QQExternal.exe,1
200056,SearchFilterHost.exe,1
200102,XY_YXQ_Nethelper.exe,1
200115,TPHelper.exe,1
200121,TPWeb.exe,3
200336,SearchProtocolHost.exe,1
200336,tgp_browser.exe,1
200336,SearchFilterHost.exe,1
200345,SogouExplorer.exe,6
200420,svchost.exe,1
200420,backgroundTaskHost.exe,1
200423,wuapihost.exe,1
200456,dllhost.exe,1
200456,SystemSettingsBroker.exe,1
200456,NetworkUXBroker.exe,1
200656,SogouExplorer.exe,1
200731,SogouExplorer.exe,1
201235,SearchProtocolHost.exe,1
201235,SearchFilterHost.exe,1
202027,dllhost.exe,1
202747,SogouExplorer.exe,1
202801,taskeng.exe,1
202801,conhost.exe,1
202801,DhPluginMgrScheduler.exe,1
203326,dllhost.exe,1
203326,svchost.exe,1
203326,taskhostw.exe,2
203326,provtool.exe,1
203326,backgroundTaskHost.exe,1
204148,QQPCPatch.exe,1
204337,svchost.exe,1
204337,taskhostw.exe,1
204653,audiodg.exe,1
204916,SearchProtocolHost.exe,1
204916,SearchFilterHost.exe,1
205757,SogouExplorer.exe,1
210417,SearchProtocolHost.exe,1
210417,SearchFilterHost.exe,1
210421,svchost.exe,1
210439,QQPCPatch.exe,1
211921,svchost.exe,1
212806,taskeng.exe,1
213416,SearchProtocolHost.exe,1
213416,SearchFilterHost.exe,1
213420,svchost.exe,1
214921,SearchProtocolHost.exe,1
214921,Music.UI.exe,1
214921,backgroundTaskHost.exe,1
214921,SearchFilterHost.exe,1
214921,svchost.exe,1
215100,CrossProxy.exe,1
215100,lol.launcher_tencent.exe,1
215100,TQMCenter.exe,1
215100,QTalk.exe,1
215100,LolClient.exe,1
215108,SearchProtocolHost.exe,1
215108,QQExternal.exe,1
215111,XY_YXQ_Nethelper.exe,1
215125,TPHelper.exe,1
215132,TPWeb.exe,3
215344,SearchProtocolHost.exe,1
215344,SearchFilterHost.exe,1
215504,taskhostw.exe,1
215507,dllhost.exe,1
215556,dllhost.exe,1
215611,QQ.exe,1
215611,TXPlatform.exe,1
215626,QQExternal.exe,1
215651,QQCallyo.exe,1
215713,tgp_browser.exe,1
215740,QQRepair.Exe,1
215744,QQExternal.exe,1
215751,QQExternal.exe,1
215813,VideoEditor.exe,1
215813,League of Legends.exe,1
215813,TP3Helper.exe,1
215825,CrossProxy.exe,1
215825,svchost.exe,1
215825,League of Legends.exe,1
215921,TenioDL.exe,1
220114,SearchProtocolHost.exe,1
220114,SearchFilterHost.exe,1
220422,SearchProtocolHost.exe,1
220422,SearchFilterHost.exe,1
220422,svchost.exe,1
221124,SearchProtocolHost.exe,1
221124,SearchFilterHost.exe,1
221422,TenioDL.exe,1
221615,SearchProtocolHost.exe,1
221615,SearchFilterHost.exe,1
221835,SearchProtocolHost.exe,1
221835,SearchFilterHost.exe,1
222312,QQExternal.exe,1
222344,tgp_browser.exe,1
222427,League of Legends.exe,1
222427,TP3Helper.exe,1
222439,CrossProxy.exe,1
222528,SogouExplorer.exe,3
